miRNA	Tumor_1	Tumor_2	Tumor_3	Tumor_4	Tumor_5	Tumor_6	Tumor_7	Tumor_8	Tumor_9	Tumor_10	Tumor_11	Tumor_12	Tumor_13	Tumor_14	Tumor_15	Tumor_16	Tumor_17	Tumor_18	Tumor_19	Tumor_20	Tumor_21	Tumor_22	Tumor_23	Tumor_24	Tumor_25	Tumor_26	Tumor_27	Tumor_28	Tumor_29	Tumor_30	Tumor_31	Tumor_32	Tumor_33	Tumor_34	Tumor_35	Tumor_36	Tumor_37	Tumor_38	Tumor_39	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	Control_7	Control_8	Control_9	Control_10	Control_11	Control_12	Control_13	Control_14	Control_15	Control_16	Control_17	Control_18	Control_19	Control_20	Control_21	Control_22	Control_23	Control_24	Control_25	Control_26	Control_27	Control_28	Control_29	Control_30	Control_31	Control_32	Control_33	Control_34	Control_35	Control_36	Control_37	Control_38	Control_39
hsa-miR-605-5p	0.361036	0.393946	0.410124	0.276071	0.612163	0.220874	0.212734	0	0	0	0.66962	0.537048	0.291975	1.006337	0.29576	0.14701	0.258479	0.170492	0.156369	0.209448	0	0.430608	0.385118	0.433158	0.30934	0.18659	0	0.272286	0	0	0	0.52295	0	0.238121	0	0	0.196877	0	0.30093	0.313002	0.449178	1.56187	0.32051	0.335024	0	0.375978	0.492453	0.456065	0.917755	0.35068	0.192383	0.626556	0.273196	0.5262	0.376266	0	0.281904	0.153668	0.806426	0	0	0.635254	0.472419	0.191338	0.749165	0.203228	0.616968	0	0.231477	0	0.37177	0.221647	0.268308	0.333073	0.175771	0	0.609746	0.213052
hsa-miR-606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-607	0	0	0	0	0	0	0	0	0.364148	0	0	0	0	0	0	0	0.516958	0	0.078184	0.209448	0	0	0	0	0	0	0	0	0.407894	0	0	0	0	0	0	0	0	0.273211	0.451395	0.469503	0.299452	0	0.213674	0	0.20494	0.125326	0.656604	0.152022	0	0.17534	0	0.208852	0.273196	0.13155	0	0.199738	0.281904	0	0.806426	0	0.157266	0	0.157473	0.382676	0.187291	0	0	0	0	0	0.74354	0.443294	0.268308	0.499611	0.351541	0	0	0
hsa-miR-609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-610	0	0	0	0	0	0	0.212734	0	0	0	0.33481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.078184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.267072	0	0.590631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.187291	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-615-3p	6.137612	0.590919	0.205062	0	0.306082	0.662623	0	0.377399	0.728296	0	4.017725	0	3.211723	12.076045	0	0.58804	0.258479	0.681968	0	0.209448	1.757086	3.660172	0	2.598952	0.77335	4.29157	0	2.995155	0	6.665856	0	1.0459	0	0.238121	0.267072	0.56836	2.165647	3.551743	0.601859	0	0.299452	0.520623	0.106837	0.167512	0	0.125326	0	0	0	0.17534	0	0	0	0	0	0.099869	0.563808	0.153668	0	0	0	0.211751	0	0.191338	0.374582	0	0	0	0	0	0	0	0	0.166537	0	0.197573	0	0
hsa-miR-615-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0.201267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.634844	0	0	0	0	0	0	0.393754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-616-3p	1.444144	0.393946	0.205062	0	0.306082	0.220874	0.212734	0.377399	0.364148	0.30028	5.022155	0	0	0.603801	0	0.29402	0.775436	0.85246	1.329135	0.628344	0.351417	0.645912	0.770236	0.216579	0.61868	0.55977	1.398256	0.272287	0.407894	1.269687	0	0.52295	0	0.476242	1.068288	0.28418	0.196877	2.185688	0.150465	0.156501	0.149726	0	0.320511	0	0.20494	0.125326	0	0	0	0.17534	0	0	0	0	0	0	0.563808	0	0.201606	0	0	0.211751	0.157473	0	0	0.203228	0	0	0.231477	0	0.37177	0.221647	0.134154	0.333074	0	0	0	0
hsa-miR-616-5p	1.083108	0.393946	0.205062	1.104282	0	1.54612	1.06367	0.566099	1.456592	2.101961	12.387984	0	0.291975	0.201267	0.88728	0.29402	0.258479	0.681969	1.329136	0.418896	0.702834	0.215304	2.31071	0	1.39203	0.18659	0	0.680716	0.407894	4.126481	1.188416	0.261475	0	0.952484	6.409726	3.410162	0.196877	4.098164	0.451395	0.156501	0.149726	0	0.320511	0	0.40988	0	0.164151	0.152022	0	0	0.192383	0	0	0	0	0	0.281904	0.153668	0	0	0.157266	0.211751	0.472419	0.191338	0	0	0	0	0.462954	0	0.37177	0.221647	0.134154	0.166537	0.351541	0.197573	0	0
hsa-miR-617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-618	1.083108	0	0.205062	0.828213	0.612164	0.220874	0.212734	0	0	3.903643	1.674052	0.268524	0	0	0.29576	0.14701	0	0.340984	0.078184	0	0	0.215304	1.925592	0.866318	0.46401	0.74636	0	0.544572	0	0	0.475366	0.261475	0.373616	0	1.869504	0	0.393754	0	0.451395	0.469503	0.299452	0.520623	1.388878	0.502536	0.61482	0.877282	0.984905	1.368195	0.550653	0.52602	0.192383	0.208852	0.409794	0	0.376265	0.299607	1.691424	0.153668	1.209638	0.451982	1.100865	0.211751	2.047149	0.574014	0.187291	0.203228	0.462726	0.225523	0	1.935777	0.37177	0.664941	0.536616	1.165756	0.703083	0.395146	0	0.319579
hsa-miR-622	0	0	0	0	0	0	0.212734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.134154	0	0	0	0	0
hsa-miR-624-3p	0.180518	0	0	0	0	0	0	0	0	0	0.33481	0	0	0	0.88728	0	0	0	0	0	0	0	0.385118	0	0	0	0	0.136143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.183551	0	0	0	0	0	0	0	0	0	0.201606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-624-5p	1.80518	1.969729	1.230372	0.828213	2.142572	2.871366	1.701872	1.509597	4.005627	0.90084	19.084193	1.879666	2.919747	2.415208	1.77456	1.323091	0.775436	0.170492	1.172766	0.209448	1.932795	1.722434	2.695827	0.433158	1.5467	1.67931	1.048692	1.225291	0.815788	6.348434	1.188415	1.307375	0.373616	0.952484	1.068288	3.125983	0.984385	2.73211	1.354184	2.97352	1.49726	0.520623	4.700817	1.67512	1.43458	1.87989	1.149056	1.064152	2.202612	2.10408	0.769531	3.968191	3.278347	1.18395	0.752531	1.398171	2.819041	1.53668	2.016064	1.807928	1.572663	1.270508	2.362096	1.530702	1.872912	1.422596	1.696662	0.902092	1.157385	1.935778	2.602388	3.324707	0.939078	1.831903	0.527312	0.395146	2.642232	0.639157
hsa-miR-625-3p	277.09512	616.524876	150.310474	210.365788	90.906256	195.252841	186.567759	219.268866	189.720983	79.874529	191.84636	106.066835	211.973649	295.66184	598.618212	138.924558	419.769164	202.374205	49.334407	99.487712	346.67289	131.766176	367.017841	210.948302	134.717568	328.584931	301.324116	201.492293	134.197197	451.05627	180.639186	322.660351	124.78774	352.418965	133.00181	325.954687	215.3835	164.746177	364.726661	87.014617	55.847765	155.14579	102.135936	64.827097	108.208406	89.733451	87.164066	91.212996	90.490629	144.830845	73.490144	72.68055	68.981872	48.673514	43.834896	60.520845	71.039846	48.712799	93.343779	86.102571	71.556236	130.650529	90.547046	79.213743	52.441607	91.655769	51.208354	169.367603	101.849872	86.62605	113.575657	224.971877	50.576089	148.883724	97.72843	133.36181	81.096177	47.830336
hsa-miR-625-5p	4.693468	3.54551	0.820248	4.969272	1.224327	3.975736	1.914606	3.962691	3.277331	0.30028	1.674052	1.879666	4.96357	5.232953	6.21096	3.234221	5.428049	4.944273	0.703659	1.466134	6.325508	1.722434	1.540473	2.165793	2.16538	6.71724	5.24346	2.995155	4.486837	4.126483	4.040613	5.752453	1.86808	4.048057	2.67072	5.683604	4.528172	3.278531	6.018592	2.973521	1.197808	3.644363	2.243572	0.670048	2.459281	1.127934	0.164151	1.064151	0.917755	1.57806	0.384766	0.835408	0.68299	0.13155	0.752531	0.798955	2.537136	0.922009	0.604818	0.903964	1.572664	1.270507	1.102311	0.765351	0.936456	1.829051	0.77121	2.931796	1.388862	1.451833	3.160043	3.98965	0.67077	0.166537	1.406165	2.766022	1.625989	0
hsa-miR-627-5p	0.90259	0.984865	0.410124	1.104282	0.918246	0.441748	0.638202	0.754799	1.092444	0.60056	0.33481	1.074096	1.167898	0.201267	1.18304	0.44103	0.258479	2.557383	0.390922	0.837791	1.054252	0.645912	0.770236	0.216579	0.92802	0.93295	1.398256	0.680717	1.223683	0.634844	0	0.784425	0	0.952484	2.403648	0.85254	0.787508	0.273211	1.354183	0.782505	0.149726	1.041246	0.320511	0.167512	0.61482	1.002608	0.328302	0.152022	0.734204	0.52602	0.76953	0.208852	0.136598	0.5262	0.376266	0.399477	0.563808	0.461004	0	0.677973	1.100865	0.847005	0.629892	0.765351	0.561874	0	0.308484	0	0.462954	0	1.301195	2.659766	0.536616	0.499611	0.703083	0.592719	1.016244	0.213052
hsa-miR-628-3p	3.429842	1.575783	0	0.276071	1.530409	2.650492	1.06367	1.320898	2.184888	1.801681	1.674051	1.342619	3.795671	0.603801	2.36608	0.58804	0.258479	1.704922	1.798241	0.209448	0.175709	0.430608	4.236303	0.216579	1.5467	1.30613	0	0.680717	1.223682	2.221952	0.475366	0.52295	0.747232	2.38121	2.136576	1.13672	0.393754	0	1.053255	0.626004	1.796711	0.520623	1.068367	0	0.20494	1.002608	0.656604	0.912129	0.734204	0.70136	0.384766	0.835408	0.409794	0.65775	0.376266	0.599216	0.281904	0.76834	0.403212	1.129955	1.258131	1.270507	1.574731	0.765352	0.374582	1.01614	0.77121	0.676569	1.157385	2.419722	0.74354	1.551529	0.402462	0.166537	0.878854	1.185438	0.609746	0.85221
hsa-miR-628-5p	2.346734	12.212314	3.07593	7.729977	5.50947	11.706335	5.105616	5.094887	5.098069	11.710928	7.365829	5.638997	9.635166	9.2583	24.84384	4.851333	4.652616	11.422976	13.369546	6.073987	5.622674	4.736693	15.019616	6.49738	10.67223	6.71724	7.690407	3.539728	8.565777	12.062024	4.991346	6.536877	4.857008	21.192761	17.626746	13.92483	8.465713	3.00532	7.372776	2.034515	5.989037	3.123741	6.303369	5.527893	7.172905	5.764998	9.028294	5.928845	6.424285	5.61088	4.4248	7.518677	5.463911	4.604251	6.208378	4.394252	6.201891	4.302707	4.838553	4.745811	6.762456	9.105305	6.298924	11.288915	3.371246	8.129115	4.627261	4.961503	6.249879	8.227054	5.390662	11.968947	5.902779	4.663025	8.9643	5.927191	7.926695	6.178529
hsa-miR-629-3p	5.41554	1.969728	1.845558	3.312847	1.224327	4.417485	2.552808	3.962691	5.462217	8.107565	2.008862	0.268524	2.919747	0.603801	4.4364	2.205151	2.326308	3.92132	2.345534	1.675582	5.97409	0.861216	3.851183	4.548165	2.32005	3.17203	1.048692	1.22529	1.631576	16.82335	2.614514	4.183602	2.241696	1.666847	6.676798	8.241226	1.378139	11.201648	1.053254	0.782505	0	0	0.641021	1.507607	0.61482	0.62663	0	0.608087	0.183551	0.52602	0.384765	0.626556	0.819587	0.2631	0.188133	0.399477	0	0.461004	0.403212	0	0.471799	0.423503	0.314946	0.382675	0.187291	0.203228	0.308484	1.57866	0.231477	0.967888	1.301194	0.886588	0.536616	0.832683	0.351542	0.197573	1.219491	0.106526
hsa-miR-629-5p	127.084668	134.92637	70.746402	139.415649	53.870373	104.031774	110.621704	106.992641	329.189577	177.165312	253.116666	52.630633	68.906036	76.481619	179.230552	67.477641	84.522486	69.390312	82.719182	80.846858	167.274503	80.739079	278.055488	118.035753	86.769869	130.239797	31.460756	90.2631	87.289362	394.23778	84.377515	132.306433	76.591278	39.528074	256.121956	260.593241	74.222649	386.047011	73.878215	78.720058	34.736411	56.227332	75.960934	48.24342	50.620218	29.200969	54.826361	59.592491	49.742313	39.802181	32.320274	46.156326	45.213861	36.834011	37.814652	31.758464	74.986503	37.03402	45.966268	38.192479	56.930457	64.160635	77.791722	49.365086	48.1339	16.055002	23.290546	73.294902	49.767552	76.947161	75.841027	74.695095	30.050514	62.784298	47.809592	38.329172	51.625135	26.098956
hsa-miR-630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-632	0.180518	0.590919	1.230372	0.276071	0.306082	0.220874	0.425468	0.1887	0.728296	0.30028	1.00443	0	0	1.610137	0	0.58804	0.516958	0.170492	0.469105	0	0.527127	0.645912	0.385118	0.216579	0.15467	0	0.699128	0.680716	0	0	0.950732	1.56885	0.373616	0.714363	0	0.56836	0.984385	1.092844	0.451395	0	0	0	0	0.335024	0.61482	0	0	0.152022	0	0.17534	0.192383	0	0	0	0	0	0.281904	0.153668	0	0	0.157266	0	0	0	0	0.203228	0	0.225523	0	0	0	0.443294	0.134154	0.166537	0	0	0	0
hsa-miR-636	0	0.393946	0	1.104282	0	0.441748	0.638202	0.3774	0	0.30028	0.33481	0.268524	0	0.201267	0	0	0	0	0.078184	0	0	0	0	0.216579	0.15467	0	0	0.40843	1.631576	0.634844	0.237683	0.261475	0	0	0	0.56836	0.590631	1.639266	0	0	0	0	0	0.335024	0	0	0.164151	0	0	0	0.192383	0.208852	0.273196	0	0	0	0	0	0	0	0	0.423502	0	0.191338	0	0	0	0	0.231477	0	0	0	0	0	0	0	0	0
hsa-miR-638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-639	0.541554	1.181838	1.02531	0	0	1.325245	0.212734	0.3774	1.456592	0.900841	0.33481	0	0	0.805069	0.59152	1.02907	0.516958	0.340984	0.390921	0	0	1.291824	0.385118	0.866317	0.77335	0	0.699128	0.953003	0	0.952265	1.901464	1.307375	0.747232	0.238121	0	1.705081	1.771893	1.092844	0.601859	0.313002	0	0.520623	0.106837	0	0	0	0.164151	0.456066	0.183551	0.17534	0	0	0.136598	0	0	0.099869	1.40952	0.153668	0.201606	0.451982	0	0	0	0	0.187291	0.203228	0.154242	0.225523	0.231477	0	0.557655	0.221647	0	0.166537	0	0	0.203249	0
hsa-miR-641	0	0	0	0.276071	0	0	0	0	0.364148	0.60056	0	0	0	0	0	0	0	0	0	0	0	0	0.385118	0	0	0	0	0	0	0.634844	0	0.261475	0	0	0	0	0.196877	0.273211	0	0.156501	0.149726	0	0.320511	0.167512	0.61482	0	0	0	0	0	0	0	0.136598	0	0	0.099869	0	0	0	0.225991	0.314533	0	0.314946	0	0	0	0	0	0	0	0	0.443294	0	0.333074	0.351541	0.197573	0.203249	0
hsa-miR-642a-5p	4.151914	0.984864	1.02531	1.656424	1.83649	0.662623	0.850936	0.943498	6.55466	2.702521	6.026587	1.611142	0.583949	0.402534	0.88728	0.73505	1.033915	4.944273	4.300145	1.675583	0.351417	1.507129	0.385118	0.433158	3.55741	0.93295	0.699128	1.225291	1.223682	2.221952	1.663781	0	1.120848	22.145247	1.068288	2.273441	1.771893	1.912476	2.858832	0.469503	0.149726	0	0.106837	0.335024	0.20494	0	0.164151	1.216174	0.550653	0.52602	0.577148	0.626556	0.409793	0.13155	0.376265	0.099869	0.281904	0.307336	0.604819	0.677973	1.100865	0	0.314946	0.382676	0.374583	0.406456	0.925452	1.127614	1.157385	0.967889	0.185885	1.773177	0.268308	0.666146	0.878853	3.556315	0.203249	0.213053
hsa-miR-642b-3p	0	0	0	0	0	0	0	0	0	0	0.33481	0	0	0	0	0	0	0	0	0	0	0.215304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.281904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-643	0	0.196973	0.205062	0	0	0.662623	0	0.3774	1.456591	1.801681	0.66962	0	0	0.80507	0.88728	0	0	0.340984	0	0	0.702836	0.430608	0.770237	0	1.08269	0.18659	0.699128	0.136143	0	0	0.950732	0.784425	0.373616	0.238121	0.801216	0.28418	0.196877	0.819633	0	0.156501	0.149726	0.520623	0.320511	0.167512	0.20494	0.375978	0.164151	0.304044	0	0.35068	0	0	0.273196	0	0	0	0.281904	0.153668	0.201606	0	0.157266	0.423502	0.314946	0.191338	0.374582	0	0	0	0	0	0	0	0.134154	0	0	0	0.203249	0
hsa-miR-645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-647	0	0	0	0	0	0	0	0	0	0	0.33481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-650	0	0	0	0	0	0	0	0	0.364148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-651-5p	0.361036	1.575782	0.820248	1.932495	2.142572	4.196611	1.701872	1.509597	1.820739	0	11.718364	1.342618	3.503697	1.207605	2.9576	1.176081	1.292393	1.022953	0.860029	0.837791	3.689879	1.291825	4.621421	1.299476	1.85604	2.05249	0.349564	0.816859	2.447365	2.539374	1.426099	0.261475	2.241696	0.238121	4.273151	1.136721	1.378139	16.665866	1.203719	1.252009	1.347533	0.520623	1.602553	1.675119	1.024701	0.751956	1.805659	2.584368	0	1.92874	1.346678	6.474416	1.365978	1.44705	0.376266	0.299608	0.845712	0.153668	0.403213	0.903964	2.044463	2.117513	1.574731	1.148026	0.749166	1.625823	0.616968	1.127615	1.388862	0	0.74354	2.659766	1.341541	0.99922	1.406165	1.97573	1.42274	0.532632
hsa-miR-652-3p	16.24662	50.425038	21.941638	50.796989	44.381841	65.820528	37.86666	18.303856	29.131822	45.342308	25.110779	15.842894	14.598736	105.665396	38.744558	42.044892	38.254827	28.472193	23.92445	9.844047	30.573282	37.89354	28.113642	40.9335	18.86974	51.872011	48.239824	14.022774	42.420998	40.629981	64.412131	94.654008	41.844991	63.340165	37.390068	84.969879	54.731821	78.957953	34.155509	81.537077	26.501486	33.319899	61.110623	50.421076	40.168272	18.172277	47.603728	55.79195	58.55276	44.887041	32.512655	24.644554	36.881398	33.41371	25.586033	35.753237	76.677928	35.651006	42.942171	48.136083	50.325266	65.007637	55.273065	54.722537	37.270997	40.442347	12.493605	37.211258	49.767551	59.525162	50.560686	51.200497	31.52621	50.627128	37.439129	16.200991	41.869206	23.435798
hsa-miR-653-5p	11.372634	10.045613	25.222631	5.797484	10.406777	4.417486	13.614979	1.132198	9.467843	3.903643	96.760206	10.740946	29.197473	14.893789	4.14064	4.116283	1.80935	7.672147	23.924449	5.236196	4.041296	30.573197	5.391657	3.898429	27.37659	14.180837	8.389534	1.361434	3.263154	0.952265	1.663782	3.660652	1.86808	24.050213	3.471935	24.723677	6.103189	14.753389	3.009296	7.199051	7.037118	3.644364	3.632451	4.187797	5.328445	5.890325	6.566032	9.729387	7.342039	7.0136	13.082015	5.84786	10.654626	6.709052	5.079581	5.992163	5.356179	10.449433	5.443374	4.51982	12.895849	7.623044	10.078279	6.696815	4.494995	6.300064	2.005146	5.412547	4.398063	5.807333	5.018892	7.092709	5.232009	6.661464	5.624658	4.741754	2.438982	5.965476
hsa-miR-654-3p	33.034793	9.06075	25.427692	67.361225	11.631103	22.087426	29.144564	20.002153	588.098633	85.279573	20.758244	18.528132	22.190078	46.492774	27.209919	13.67194	32.826777	16.196755	1.329135	14.033003	15.81377	5.813213	30.039235	42.016397	10.8269	8.023369	1.398256	82.094496	15.49998	11.10976	4.040613	18.82621	134.128141	3.333693	17.092603	6.536144	8.662591	9.01596	119.017652	18.310629	11.528896	49.459227	12.92725	8.040571	17.010032	20.30282	7.550937	8.665235	19.823505	12.2738	6.925772	31.118971	25.270586	15.128255	11.099824	9.48759	12.967591	10.449432	5.241766	7.231712	7.706056	13.34033	10.865643	13.202291	8.053532	6.706519	10.488458	8.569866	1.851816	2.419722	16.729639	10.639064	4.963701	9.492587	5.448888	46.429667	13.617654	4.261054
hsa-miR-654-5p	0.541554	0.196973	0.615186	3.036778	0.306082	0.441748	0.850936	0.943499	13.473466	38.736144	0.33481	0.268524	1.751849	2.616476	1.77456	1.470101	0.775437	0.511476	0	1.675584	0	0.430608	0.770236	0.866316	0.30934	0.74636	0.349564	2.859011	0	1.587109	0.713049	2.0918	14.94464	0.476242	1.602432	0.85254	0.590631	0	14.745551	0.469503	0	0.520623	0.427348	0	0.61482	0.751956	0.328302	0.304044	0.367102	0.17534	0.577149	0	0.546392	0.5262	0.376266	0.099869	0.845712	0.307336	0.604818	0.225991	0.314532	0.211751	0.157473	0.382676	0	0	0	0.225523	0	0.483944	0	0.221647	0.268308	0	0	0.987865	0.203249	0
hsa-miR-655-3p	1.624662	0.196973	0.410124	2.760707	0.612163	0.662623	0.638202	1.698297	15.658354	15.614569	2.343673	0.805571	0.291975	2.012674	1.4788	0.735051	0	0	0.078184	1.04724	1.405669	0.215304	0.385118	1.732634	0.30934	0	0	3.131298	0.407894	0.634844	0	1.0459	9.714016	0	0.534144	0.28418	0.590631	0.546422	11.435325	0.626004	1.197807	0.520623	0.320511	0.167512	1.229641	0.877282	0.164151	1.368195	0.734204	1.05204	0.192383	0.417704	1.229381	0.39465	0.376266	0.099869	0.281904	0.153668	0.201606	0.677973	0.314532	0.211751	0.472419	1.530701	0.374582	0	0.308484	0.676568	0.231477	0	0.557655	0.886589	0.402462	0.666147	0.703082	1.97573	0.609747	0.319579
hsa-miR-656-3p	0.90259	0	0.615186	0.552141	0	1.104371	0.212734	1.132198	3.27733	3.603362	0	0.537048	0.583949	0.402535	0	0.29402	0.258479	0.681968	0	0.837791	0.351418	0	1.155355	0	0.30934	0	0	1.497577	0	0.634843	0	0	3.73616	0	0.267072	0	0	0.273211	5.717663	0	0.149726	0	0.32051	0	0.61482	0	0.164151	0.456065	0.367102	0	0.577148	0.208852	0.273196	0	0	0.099869	0.281904	0	0.201606	0	0	0.211751	0.157473	0.191338	0	0.203228	0	0.225523	0.231477	0	0.185885	0	0.134154	0.333074	0	0.790292	0.406497	0.213053
hsa-miR-657	0	0	0	0	0	0.220874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-658	0.722072	0.393946	0.205062	0	0.306082	0.220874	0.638202	0	0.364148	0	0.66962	0	0.291975	0.201267	0	0	0	0	0	0.209448	0	0.645912	0	0	0.30934	0.93295	0.699128	0.680717	0	0.952266	0.475366	0.261475	0	0	0.534144	0.28418	0.590631	0	0.150465	0	0.149726	0	0	0	0.40988	0	0	0	0	0	0	0	0	0	0	0.099869	0	0.153668	0	0	0	0.423502	0	0	0	0	0	0.225523	0.231477	0.483944	0	0	0	0	0.351542	0	0.406498	0
hsa-miR-659-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.258479	0	0	0	0	0.215304	0	0	0	0	0	0.272287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-660-5p	8.484346	16.742688	30.14412	32.024189	52.033882	27.388407	37.653926	16.60556	31.316708	20.719333	109.817811	19.870749	36.204866	27.372368	22.181999	28.519962	21.970677	17.901678	22.751682	17.384169	33.033201	32.941544	50.450511	22.957412	20.1071	22.950566	32.509446	12.525195	32.223643	8.887809	12.597206	42.358975	35.119902	19.049675	41.396146	41.774488	28.940927	30.599622	27.384591	32.082727	32.640247	27.593043	36.85868	47.573372	47.341176	31.456839	38.903736	50.471191	40.564765	27.002361	40.207959	30.07471	18.167503	17.101505	8.6541	16.178838	24.52566	16.288821	22.176708	42.712299	46.393604	69.030912	50.548871	51.852474	20.60206	19.713104	15.886929	25.258551	39.351087	28.55272	23.979149	53.195322	37.831453	38.636491	27.947519	26.869936	36.584743	20.77264
