miRNA	Tumor_1	Tumor_2	Tumor_3	Tumor_4	Tumor_5	Tumor_6	Tumor_7	Tumor_8	Tumor_9	Tumor_10	Tumor_11	Tumor_12	Tumor_13	Tumor_14	Tumor_15	Tumor_16	Tumor_17	Tumor_18	Tumor_19	Tumor_20	Tumor_21	Tumor_22	Tumor_23	Tumor_24	Tumor_25	Tumor_26	Tumor_27	Tumor_28	Tumor_29	Tumor_30	Tumor_31	Tumor_32	Tumor_33	Tumor_34	Tumor_35	Tumor_36	Tumor_37	Tumor_38	Tumor_39	Tumor_40	Tumor_41	Tumor_42	Tumor_43	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	Control_7	Control_8	Control_9	Control_10	Control_11	Control_12	Control_13	Control_14	Control_15	Control_16	Control_17	Control_18	Control_19	Control_20	Control_21	Control_22	Control_23	Control_24	Control_25	Control_26	Control_27	Control_28	Control_29	Control_30	Control_31	Control_32	Control_33	Control_34	Control_35	Control_36	Control_37	Control_38	Control_39	Control_40	Control_41	Control_42	Control_43
hsa-miR-616-3p	0	0.249826	0.205088	1.022789	0	0.416954	0.323272	0.602162	1.456426	0.824423	0	0.678196	1.320984	1.483939	0.561324	0.569329	0.542922	0.282392	0.760581	0.704445	0.586421	1.400408	0.429288	0.608538	0.688118	0.701045	0	0.69692	0.794963	0.587451	0.403045	1.161794	1.392818	0	0.94292	0.558786	0.254301	3.223002	0.404221	1.248485	1.22759	0.252915	0.482693	0.725832	0.396726	0.546096	0	0	0.296937	0.666691	0.135334	0.555596	0.514204	0.479436	0.341461	0.581523	0.386447	0	1.002032	0	0.523482	0.475623	0	1.1182	0.340962	1.228917	0.429555	0.489903	0.773191	0.266079	0.17937	0.46922	0	0.369091	2.837844	0.329449	0.138306	0	0	0	0.749285	1.06992	0.819413	0.407136	0.228794	0.383962
hsa-miR-616-5p	0	0	0.820352	0.852323	2.188122	0.416954	0	0.301081	0.728213	1.030529	0.287467	0.169549	0.440328	0.890364	1.683972	0	0.76009	0.141196	0.570435	0.281778	0.390948	0.350102	0	0.405692	1.261549	0.701045	1.065552	0.418152	1.192445	2.741439	2.015227	3.983293	1.949946	0	0.94292	0.279393	0.508602	1.9338	0.404221	2.358252	2.086903	1.011661	4.82693	0.725831	0.528969	0.409572	0.151129	0.250046	0.296937	0.133338	0	0.833394	0.385652	0	0.341461	0	0.386447	0.308552	0	0.159233	0.523482	0.317082	0.196506	0.621222	0.170481	0	0.171822	0.653205	0.773191	0	0.717481	0.750752	1.50544	1.845452	4.729741	0.329448	0.138306	0	0.900358	0	2.435178	1.60488	0.273138	1.017842	1.372765	0.767924
hsa-miR-617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-618	0.612631	0.499654	0	0.681859	0	0.208477	0.161636	0	0.364107	0.618317	0.574934	1.017294	1.320985	0.296788	0.561324	1.138658	1.303012	0.141196	0.190145	0.140889	0.097737	0	0	0	0.229372	0.876307	0.266388	1.115073	0.794962	0	0.604568	0.497912	1.114255	0.414594	0.23573	0	0	1.2892	0.943182	0.832324	0.613795	0	1.448079	0.145166	0.132242	0.136524	0.302258	0	0.593874	0	0.135334	1.111192	0.128551	0	0.51219	0.436142	0.128816	0.771378	0	0.159233	0.348988	0.475623	0.196506	0.621222	0.170481	0	0.515466	0.326602	0.386596	0.532158	0.17937	0.656908	0	0.24606	0.630632	0.329448	0.414918	0.253608	0	0	0.187321	1.24824	1.09255	0.814273	0	1.343866
hsa-miR-619-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-622	0	0	0	0	0	0	0	0	0	0.206106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.266388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-624-3p	0	0	0	0	0	0	0	0	0	0	0	0.169549	0	0.296788	0	0	0	0	0	0	0	0.350102	0	0	0	0	0	0.278768	0	0	0	0.165971	0	0	0	0	0	0	0.13474	0.138721	0	0	0	0	0	0	0.302259	0	0	0	0	0	0	0	0.34146	0	0	0	0	0	0	0	0	0	0	0	0.171822	0	0	0	0	0	0	0	0	0	0	0.253608	0	0	0	0	0	0	0	0
hsa-miR-624-5p	2.450524	2.373354	0.410176	2.556969	1.458748	1.042385	2.101271	5.118371	2.912853	2.061056	1.149868	1.525941	0.880656	2.374301	2.525958	1.328434	1.194427	1.12957	1.140872	2.254226	1.466052	2.100612	3.21966	2.434153	1.376235	0.525783	2.131104	3.62399	0.794964	0.783268	1.410659	0.663883	1.114255	0.829187	3.77168	2.235144	2.034405	7.735205	2.290584	1.803369	2.209663	2.529154	5.792316	0.725831	1.586906	1.36524	2.720328	2.500462	1.781622	2.933442	2.030006	2.222384	4.75638	1.278497	3.585338	1.453808	1.932235	1.697032	1.803657	3.184653	1.221459	1.743949	1.572047	1.615178	0.681924	6.144591	5.412383	2.612821	2.512871	6.651985	4.484256	2.627629	3.261787	2.337572	0.630632	2.306142	0.829836	1.521651	2.701072	0.945349	3.559106	1.24824	2.731376	3.664232	2.287942	2.49575
hsa-miR-625-3p	141.517757	190.243017	68.704559	124.780145	322.383245	264.140315	240.838169	186.97104	121.975687	155.609659	137.409232	125.296669	189.781476	137.412701	153.802716	361.71355	176.12382	140.49033	115.608366	45.929885	238.96661	200.258306	216.790396	106.899889	67.664896	161.06514	99.36272	165.588458	195.030822	137.267768	40.707578	222.732453	220.901024	203.9801	141.673743	219.602822	239.805471	358.07557	248.191585	124.987344	134.298432	312.350539	348.504375	962.597754	161.732226	95.839841	126.192977	140.526031	97.989278	154.272365	111.108946	253.351703	131.636002	160.291675	105.682111	207.894464	104.98466	266.742488	156.116573	134.073895	115.689643	174.553466	65.829447	222.645949	127.349161	137.638861	89.347294	175.222408	179.960273	255.968361	73.721179	185.623245	179.900024	151.573217	141.89223	193.880714	222.396364	90.157866	211.133726	273.205833	148.358531	249.469632	368.462556	144.940723	204.542069	280.099947
hsa-miR-625-5p	3.063155	1.8737	0.820352	1.534182	7.293739	3.335632	2.101272	0.602162	1.456427	1.030528	0.574934	1.525941	0.440328	0.296788	2.245296	3.415974	0.542921	0.564785	1.711308	0.140889	1.270579	3.150918	3.648947	1.01423	0.458745	2.278398	0	0.418152	2.119901	1.174902	0.403046	1.327766	0.557128	2.487562	1.41438	1.955751	2.034405	1.6115	1.616883	1.248487	1.718626	2.023322	0.965386	12.629468	3.57054	1.36524	0.453387	1.500278	2.771414	1.466721	1.624004	1.666788	1.285508	1.278498	0.17073	1.889949	1.545788	1.851308	2.20447	1.11463	0.872471	1.74395	0.196506	3.230354	1.022885	0.409639	1.97595	1.959616	1.546382	2.660794	0.717481	0.844596	0.250907	0.984241	0.630632	0.823622	5.670554	1.141239	1.350536	0.472674	1.873213	2.31816	0.819413	0.407136	0.686383	2.111789
hsa-miR-626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-627-5p	1.837893	0.499654	1.025441	0.681859	1.458748	0.625431	0.161636	1.806484	2.184639	1.236633	1.149868	0.339098	0	0.890364	1.122648	0.569329	1.303011	0.423588	0.380291	0.845335	0.781895	0.700204	0.643932	0.202846	0.229372	1.051567	1.598328	0.975688	1.059951	0.587451	0.604569	0.165971	1.392819	0.414594	0.94292	2.235143	1.017203	1.2892	1.616883	0.971045	0.859313	5.311223	2.413465	0.145166	1.057937	0.955668	0.453388	0.250046	0.395916	0.80003	0.541335	1.666788	2.185363	1.438309	1.707304	0.436142	0.644078	2.005583	0.400813	0.477698	0.523482	2.536654	1.572046	0.745467	0.170481	2.457836	0.429555	0	0.96649	0.798237	0.358741	1.407659	1.003628	1.230302	0	1.647243	0.276612	0.380413	1.800715	0.945348	0.749285	1.60488	3.277651	1.22141	0.915177	1.535846
hsa-miR-628-3p	0.612631	1.12422	0.410176	1.022788	0.729374	1.459339	0.323272	1.204324	0	1.030528	0.862401	1.69549	0.440328	0.296788	1.122648	1.138658	0.434337	0	1.140872	0.563556	0.293211	1.75051	1.07322	0.405692	0	1.577352	0.532776	0.139384	0.794964	0	0.806091	1.659707	0.557128	0.414594	1.17865	0.279393	1.271504	0.3223	8.219156	0.971045	1.104831	2.529155	0	1.596829	2.38036	0.273048	0.906776	1.000185	1.880601	0.533353	0.812002	0.555596	1.414059	0.799061	0.853652	0	3.22039	1.542756	0.801625	0.318466	0.523482	0.951246	0.786024	1.366687	0.852405	0.819278	2.835058	1.633014	0.96649	0.266079	0.53811	3.190694	0	1.599393	2.837844	1.976692	1.659674	1.394847	1.800715	0	2.80982	4.27968	4.370202	1.22141	1.143971	1.151885
hsa-miR-628-5p	3.063155	3.7474	4.511941	7.159516	4.376244	8.547556	3.232726	6.322693	3.276959	7.4198	8.336543	6.612409	5.283939	3.85824	10.665151	4.364854	7.383736	5.224263	8.93683	3.240451	7.428001	10.328007	8.371116	4.056922	4.816823	7.185714	10.389132	7.387363	11.26197	2.545622	2.418272	7.966588	2.785638	3.316749	3.06449	3.911502	6.611816	16.437312	5.65909	3.468017	6.62899	5.817054	5.309623	11.032638	14.811127	7.372296	5.138397	5.375996	16.133588	4.000147	8.796689	15.278886	12.726528	3.995306	5.804832	6.251372	11.206954	10.799292	9.819914	5.891609	7.154261	6.500174	4.126622	14.163858	12.956542	6.55423	10.99659	14.860427	6.185531	4.789428	6.99544	19.707221	2.509067	12.179989	16.711752	5.106457	10.787883	4.818563	14.855893	8.508139	23.789815	20.150157	11.471778	8.346305	5.033474	7.871212
hsa-miR-629-3p	1.225262	1.8737	3.691587	6.989051	5.834991	3.544108	4.687454	3.612967	8.010345	2.885478	3.449604	3.221431	0.880656	5.638967	5.893901	5.12396	2.931776	2.400337	4.183197	4.508454	5.375527	2.975867	4.507524	3.04269	2.293727	2.979442	3.196656	3.902758	1.854914	4.112158	4.030453	9.626291	5.29271	2.902156	2.3573	4.74968	2.288706	7.412906	2.560066	3.329296	6.260713	3.034985	3.861544	1.016164	2.115875	1.638288	1.511293	0.750138	0.098979	1.866735	0.812002	1.666788	1.799711	2.077559	1.878033	1.453807	0.386447	0.617103	2.004063	2.866187	2.093929	1.426868	2.358069	3.478842	2.386732	2.867476	1.202753	1.796315	2.512871	2.660794	3.587406	1.126127	2.509066	2.337573	6.621637	1.811969	0.829837	1.141238	3.15125	1.890698	5.057676	0.8916	1.638826	6.107052	0.915177	0.959904
hsa-miR-629-5p	44.722063	75.572571	114.02906	190.409043	88.254236	160.735742	132.865082	262.241185	275.992748	125.930466	190.015695	192.098954	120.649942	184.008368	294.694986	179.528341	116.076672	82.882233	150.214817	179.915536	166.348125	108.35655	154.329005	117.650731	80.968501	160.013572	175.016909	169.21245	126.664039	138.834304	228.526703	201.654197	174.659449	94.112769	148.274184	118.741984	107.569157	291.681719	80.305201	121.935487	114.043184	137.080158	124.052111	67.357164	75.113575	145.944146	136.318641	79.26468	35.03859	150.405555	85.124881	126.120255	92.042359	137.1189	85.023736	136.803281	59.641593	109.072841	106.816603	94.26573	108.186395	74.831277	242.291666	116.168506	74.670593	166.723263	76.546577	131.131029	141.107413	152.729563	142.599362	78.641195	138.751346	84.275693	139.054385	183.008899	44.396288	45.269139	81.032135	94.062215	79.611585	51.712791	48.891623	170.183208	77.561255	126.51533
hsa-miR-630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.159233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-632	0	0.124913	0.410176	0.68186	0	0.625431	0.323272	0.301081	0.728213	0.618318	0.287467	0.169549	0	0.296788	0	0.189776	0.108584	0	1.140871	0.422667	0.195474	0.350102	0.643932	0	0.229372	0.175261	0.799164	0.278768	0.264988	0.195817	0.201523	0	0.278564	1.243782	0	0.279393	0	0.6446	0	0.138721	0.122759	0.252915	0	0.145166	0	0	0	0	0.098979	0.133338	0	0.555596	0.257102	0	0	0	0	0	0	0	0.348988	0.634164	0.393012	0.124244	0.170481	0	0.085911	0.163301	0.773192	0.266079	0.17937	0.093844	0	0	0	0.164724	0.414918	0	0.450179	0	0.187321	0.17832	0	0	0	0
hsa-miR-635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-636	0	0	0	0	0	0	0.161636	0.301081	0.728214	0.412212	1.149868	0	2.641969	0	1.964634	0.759105	0.108584	0	0.190145	0.281778	0.390948	0.175051	0.429288	0.202846	0.458745	0.175261	0.532776	0.139384	0.529976	1.370719	1.007614	0.663884	0.278564	0	0.94292	0.279393	0	0	0.13474	0.416162	0.736554	0.252915	0	0	0.132242	0	0	0	0	0.266676	0	0	0	0	0	0.145381	0	0.154276	0	0	0.174494	0	0	0	0	0.409639	0.085911	0	0.193298	0.266079	0.17937	0.281532	0.250907	0.24606	0.630632	0	0	0	0	0	0	0	0	0.407137	0.228794	0
hsa-miR-637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.159233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-639	0	0.499653	0	0.34093	0.729374	1.459339	0.484909	0.301081	0.728214	0.412212	0.287467	0.339098	1.320985	1.780726	0.561324	0.189776	0.108584	0.282392	0.76058	0.704445	0.097737	0.875255	3.434304	0.405692	1.032176	0.701045	1.065552	0.975689	0.264988	0.587451	0.604569	0.497913	0.557128	0.829188	0.47146	2.235144	0.508601	1.933801	0.40422	0.277442	0.368277	0	0	0.725831	0	0.273048	0	0	0.197958	0.533353	0.135334	0.555596	0.257102	0	0.17073	0	0.386447	0.308552	0	0	0	0.317082	0.786024	0.372733	0.170481	0.409639	0	0.163301	0.386596	0	0.17937	0	0.250907	0	0.630632	0.494172	0.414918	0.253608	0.900357	0.472674	0	0	0.273138	0	0.228794	0.191981
hsa-miR-641	0	0	0.205088	0.170465	0	0	0	0	0.364107	0	0	0	0	0	0	0	0	0.141196	0	0.281778	0.097737	0	0	0	0	0.175261	0	0.139384	0.132494	0.195817	0	0	0	0	0.23573	0.279393	0.254301	0	0	0.138721	0.122759	0	0.482693	0	0.132242	0	0	0	0	0	0	0	0	0	0.17073	0	0	0.154276	0	0.159233	0	0	0.196506	0	0	0	0.171822	0.163301	0	0	0	0.093844	0	0	0	0.164724	0	0	0	0.472674	0	0.35664	0	0	0	0
hsa-miR-642a-5p	0.612631	0.37474	0.615264	0.511395	2.917496	0.833908	1.131455	1.204323	1.820533	0.206106	0.862401	1.52594	0	0.296788	1.122648	0.948881	1.194428	0.282393	0.38029	0.704446	0.488684	2.275663	3.434304	0.405692	1.261548	2.453659	0.532776	0.418153	1.05995	1.174902	0.201523	3.319411	3.899892	0.414594	0.47146	1.95575	0.254301	0.3223	2.290584	1.664649	3.437254	2.529154	1.448079	2.612993	5.025204	0.68262	0.453387	0.375069	0.197958	0.133338	0.676668	0.277798	0.128551	0.319624	0.512191	0	0	0.308552	0	0.636931	0.174494	1.74395	0.393012	2.112154	0.170481	0.819279	0.085911	0.653205	0.579894	0.532159	0.17937	0.844595	0.501814	0.615151	6.936953	1.647244	0.691531	0.760826	1.350536	0	1.498571	1.24824	7.920989	0.610705	0.686383	0.383962
hsa-miR-642b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.429288	0	0	0	0	0	0	0	0	0	0	0	0	0.279393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-643	0	0	0	0.170465	0.729374	0.416954	0.323272	0	0	0.412212	0.287467	0.339098	0.440328	0	0.280662	0.379552	0.217169	0.141196	0.190145	0.281778	0.390948	0.350102	0.858576	0	0	0	0.266388	0.836304	0.794964	0.195817	0	0.663883	0.278564	0	0.70719	0.838179	0	0.6446	0.404221	0.416163	0.491036	0.252915	0	0.145166	0.396726	0.136524	0.604517	0	0.197958	0	0.270667	0.277798	0.128551	0	0.17073	0.436142	0.128816	0.308551	0.200406	0.159233	0	0	0	0.372733	0.170481	0.409639	0.429555	0.326602	0.193298	0	0	0.375376	0.752721	0.12303	0	0.164724	0.138306	0.253608	0	0.472674	0.187321	0.35664	0	0.610705	0.228794	0
hsa-miR-645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-647	0	0	0	0	0	0.208477	0	0	0	0	0	0	0	0	0	0	0	0.141196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.254301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.093844	0	0	0	0	0.138306	0	0	0	0	0	0	0	0	0
hsa-miR-650	0	0	0	0	0	0.208477	0	0	0	0	0	0	0	0	0	0.189776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-651-5p	0.612631	2.123527	3.691588	4.091152	0.729374	5.420401	2.101273	3.311887	1.820533	1.648845	2.299736	3.730077	8.366237	3.85824	4.771253	2.087539	2.714608	4.518282	1.331017	2.395117	2.932106	2.625765	2.14644	2.434153	1.490921	5.082578	5.860536	6.969211	4.769776	7.245232	3.425885	5.145087	5.014147	0.414594	2.3573	39.394399	1.525804	6.123705	3.772727	6.103711	5.401399	2.529154	3.861544	1.306497	4.628477	3.686148	1.209034	1.875347	2.969372	3.866809	1.894671	3.055777	2.956668	2.077559	4.780451	2.471472	1.288155	1.079929	2.004064	1.910792	2.791907	2.219572	2.35807	1.739421	2.898174	1.228918	1.804129	1.306411	4.059254	1.596476	4.304886	3.284537	9.283544	5.044238	2.837845	3.953387	0.968143	1.014435	1.800714	3.308721	5.057677	4.992959	3.004513	6.107052	2.974325	2.30377
hsa-miR-652-3p	15.928406	15.614168	10.4595	47.048251	28.445581	27.51896	25.538544	21.677802	41.144039	35.450148	43.120052	26.619184	45.794139	52.828209	42.099284	32.641516	20.413858	14.402023	31.75427	19.020044	22.381739	19.95581	34.986965	28.195606	36.699604	26.814978	50.613718	42.512188	23.848879	42.688121	25.593379	16.099143	34.5419	29.436154	37.481073	42.747115	25.43006	61.559346	9.83604	19.143456	35.231855	15.42784	18.342335	10.016475	24.068083	19.659455	17.833259	19.253566	10.887698	21.467459	12.044697	41.39189	23.396242	26.049394	16.390117	17.154929	22.542719	16.816039	18.036574	17.674825	20.764807	18.707819	14.54143	24.476145	12.786061	29.903681	29.725158	22.862195	20.296271	26.341858	33.900981	25.994762	18.817995	13.287263	32.477555	17.790243	11.202802	17.752604	16.206427	14.180233	21.916601	11.055838	11.19864	29.924558	14.871627	13.054694
hsa-miR-653-5p	3.063155	3.122833	3.076324	4.432082	2.188122	8.756033	4.364181	3.010805	0.364107	4.946533	1.724802	3.22143	1.761313	2.374301	1.683971	3.985302	8.903916	3.671104	14.64119	3.804008	7.721212	5.42658	1.931796	2.028461	3.211216	1.402091	2.131104	11.011353	3.974813	3.32889	6.247202	7.468674	11.142549	0	1.88584	1.396965	3.051608	15.792712	4.042208	3.468017	12.644185	4.299562	3.861544	4.209823	4.76072	13.242827	12.241475	6.626227	15.737672	9.467017	1.894671	4.722564	18.896966	8.789673	5.634103	5.379087	11.335767	7.868054	5.811785	5.41391	8.550215	3.804981	7.860233	3.603088	12.445098	6.144592	16.408975	11.757701	6.572126	2.660794	10.762217	9.572078	3.010879	13.287262	29.324395	5.765357	3.872573	3.043303	7.653035	5.672093	8.429462	31.384314	9.013539	15.064064	5.94865	5.183481
hsa-miR-654-3p	11.027358	46.592677	14.766353	9.205093	22.61059	28.769822	35.236724	21.376723	54.980087	24.320453	45.419787	57.307545	53.720048	43.627792	20.207657	32.641517	39.198952	51.25426	48.86735	15.216035	24.727424	50.764782	11.590773	30.02122	5.390256	36.10383	22.64298	23.277165	24.113867	33.484719	12.494406	12.945702	15.04244	67.164178	45.967354	44.982258	37.127889	52.857238	8.488637	5.687549	46.525689	30.34985	15.446177	43.98539	35.969881	40.411101	59.847208	129.273947	411.258038	29.20108	44.795445	70.560672	65.946552	45.546487	66.414121	73.126515	122.374756	152.578557	45.492251	52.865241	64.039365	191.200255	28.296839	82.995256	84.388	78.241137	179.72552	37.559322	37.499778	90.999146	30.492945	56.587874	11.541705	25.959375	35.630714	11.695437	62.652705	184.119863	45.017851	40.177327	67.623018	38.873752	41.516909	43.563644	22.193044	47.611232
hsa-miR-654-5p	0	2.123527	1.02544	0.511394	4.376244	3.335632	3.394364	0.301081	4.733387	3.091585	2.587203	3.051881	2.641968	2.67109	3.929268	1.707987	2.497439	4.094692	3.042325	1.972448	2.54116	1.925561	0.429288	1.419922	0.802804	1.752613	2.930268	2.648299	2.914864	2.349804	1.209138	1.493736	2.785638	2.072968	5.42179	4.190895	2.288706	5.156803	1.212663	1.248486	3.191736	2.023322	2.413465	1.451663	1.586905	2.184384	1.360163	3.125577	10.392802	0.533353	1.08267	0.277798	1.028406	1.598121	4.097528	0.726904	3.478022	7.405229	1.603251	1.114629	1.919436	1.902491	0.589518	2.609132	2.898173	1.228917	8.333353	3.59263	0	1.596475	2.511184	5.067571	1.50544	2.829695	4.099108	0.329448	1.936285	4.057737	0.450179	3.30872	1.498572	1.96152	0.819414	1.628547	2.059148	2.687732
hsa-miR-655-3p	0	2.498267	0.820353	0.511394	5.105618	3.127155	2.262909	2.107565	3.641066	1.236634	2.87467	2.712783	2.641969	1.187151	2.245296	0.569328	2.280271	2.823926	3.422616	0.140889	2.541158	4.551325	0.214644	2.028461	0.344059	1.40209	1.598328	2.369532	4.769776	4.307975	1.813704	0.995824	1.949947	4.145938	1.41438	1.117572	2.543007	0.9669	3.772728	2.496973	8.102099	6.575801	5.792316	3.774324	1.851391	1.228716	4.38275	7.251343	53.250739	2.133412	0.947335	9.44513	6.556092	3.675681	3.414607	4.506803	12.752739	6.942403	1.202438	3.662351	2.617413	5.707471	0	2.236399	3.409616	1.228917	4.98283	1.959617	1.932979	6.918064	0.717481	19.988753	3.512692	7.873933	5.360373	2.141418	2.212899	7.988672	0.450179	0	5.43232	25.499755	6.282164	11.806968	8.694181	12.47875
hsa-miR-656-3p	1.837893	1.12422	0.410176	0.170465	2.917495	1.042385	0.646545	0	0.728213	0.206106	0.574934	1.356392	1.761313	0.593575	0.841986	1.897762	0.542921	0.705981	0.380291	0.986224	0.293211	2.275663	0.214644	0	0.229372	0.350523	1.065552	0.557537	0.927457	1.566537	0	0.995823	0.557127	0	0.23573	1.117572	1.271503	0.3223	0.673701	0.277441	1.104831	0.758746	0.482693	1.16133	0.528969	0.546096	0.755646	2.125394	5.34487	0.133338	0.676669	1.111192	2.056813	0.799061	1.024382	1.88995	1.416971	2.931236	2.004064	1.910792	1.046965	2.061031	0	0.496978	1.704808	1.228918	2.491415	0.163301	1.739681	2.660794	0.896852	2.252254	0	1.968483	1.891896	0.823622	0.553225	3.296913	0.450179	2.363372	0.936607	1.96152	1.09255	1.832115	2.059148	4.415558
hsa-miR-657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-658	0	0.999305	0.410176	0.34093	0	0.208477	0	0	0	0	0.574934	0.169549	0	0.296788	0.280662	0	0.108584	0	0.950726	0.140889	0.097737	0.525153	0.429288	0.608538	0.573431	0.350523	0.532776	0.418152	0	0.195817	0	0.663884	0.835692	1.658375	0	0.279393	0.254301	0.9669	0	0.693605	0.368277	0	0	0.290332	0	0.409572	0	0	0	0.133338	0	0.555596	0.257102	0	0	0	0	0	0	0.318466	0	0.158541	0	0.248488	0.340962	0	0	0	0	0	0	0.093844	0.250907	0	0.315316	0	0.414918	0.126804	0	0.472674	0	0.17832	0	0	0	0
hsa-miR-659-3p	0	0.124913	0	0	0	0	0	0	0.364107	0	0	0	0	0	0	0	0	0	0.190145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158541	0	0	0	0	0	0.163301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
